propertyCode;thumbnail;externalReference;numPhotos;floor;price;propertyType;operation;size;exterior;rooms;bathrooms;address;province;municipality;district;country;latitude;longitude;showAddress;url;hasVideo;status;newDevelopment;hasLift
87410269;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/36/13/720262798.jpg;NA;12;NA;1800.0;chalet;rent;390.0;False;5;3;s/n s/n;Balears (Illes);Cala Bona;NA;es;39.6141881;3.3880288;True;https://www.idealista.com/inmueble/87410269/;False;good;False;NA
87411202;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/81/5c/720284952.jpg;Plaza Madrid sin ascensor;23;2;1100.0;flat;rent;70.0;True;2;1;Plaza Madrid s/n;Balears (Illes);Palma de Mallorca;Es Forti - Son Cotoner - Son Dameto;es;39.5775993;2.6405699;True;https://www.idealista.com/inmueble/87411202/;False;good;False;False
87411290;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/cc/e8/720286570.jpg;NA;13;8;1200.0;penthouse;rent;63.0;True;1;1;Calle des Puig s/n;Balears (Illes);Palma de Mallorca;Sta Catalina - Son Armadans - Maritim;es;39.5736768;2.6357762;True;https://www.idealista.com/inmueble/87411290/;False;good;False;True
83217245;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/64/8c/613701806.jpg;NA;12;2;1300.0;flat;rent;80.0;True;2;1;DEM BOSSA s/n;Balears (Illes);Sant Josep de Sa Talaia;Sant Jordi de Ses Salines;es;38.883819;1.4058811;True;https://www.idealista.com/inmueble/83217245/;False;good;False;False
87412906;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/4c/20/720321313.jpg;NA;21;3;1100.0;flat;rent;112.0;True;3;2;donzell, 1;Balears (Illes);Llucmajor;Maioris-Puig de Ros;es;39.4554681;2.7510553;True;https://www.idealista.com/inmueble/87412906/;False;good;False;True
87413285;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/36/a0/720329169.jpg;IMP-304179;11;NA;1650.0;flat;rent;90.0;False;3;2;Figueretes - Platja d'En Bossa;Balears (Illes);Eivissa;Figueretes - Platja d'En Bossa;es;38.8976926;1.4135821;False;https://www.idealista.com/inmueble/87413285/;False;NA;False;NA
87362234;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/cd/ae/718825975.jpg;IMP-302796;25;NA;5000.0;chalet;rent;300.0;False;4;4;Jesús/Nuestra Señora de Jesús;Balears (Illes);Santa Eulalia del Río;Jesús/Nuestra Señora de Jesús;es;38.94959;1.46199;False;https://www.idealista.com/inmueble/87362234/;False;NA;False;NA
87397805;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/e9/80/720049814.jpg;RF031;2;1;1200.0;flat;rent;100.0;True;3;2;Santa Eulalia del Río;Balears (Illes);Santa Eulalia del Río;Santa Eulalia del Río;es;38.9899617;1.5435901;False;https://www.idealista.com/inmueble/87397805/;False;good;False;True
87413655;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/68/2c/728296549.jpg;1036;9;bj;1300.0;flat;rent;105.0;False;3;2;barrio Can Pastilla;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5373785;2.7177598;False;https://www.idealista.com/inmueble/87413655/;False;good;False;True
87413714;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/22/58/720338335.jpg;Villa Neuva Santa;36;NA;3500.0;chalet;rent;540.0;False;4;5;Santa Eulalia del Río;Balears (Illes);Santa Eulalia del Río;Santa Eulalia del Río;es;38.9857753;1.5353964;False;https://www.idealista.com/inmueble/87413714/;False;good;False;NA
87414900;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/16/75/720700502.jpg;XP-1550;17;4;1500.0;penthouse;rent;130.0;True;3;2;barrio Les Maravelles;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5268948;2.7368249;False;https://www.idealista.com/inmueble/87414900/;False;good;False;True
87414918;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/30/8b/ae/720361084.jpg;P-638;13;NA;850.0;flat;rent;69.0;True;2;1;barrio Bons Aires;Balears (Illes);Palma de Mallorca;Las Avenidas;es;39.5813715;2.6490321;False;https://www.idealista.com/inmueble/87414918/;False;NA;False;True
87415314;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/3b/71/720370312.jpg;18174;25;bj;650.0;flat;rent;100.0;True;2;1;Fornells;Balears (Illes);Es Mercadal;Fornells;es;40.0567885;4.1325897;False;https://www.idealista.com/inmueble/87415314/;False;good;False;False
87415601;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/cb/d2/720399561.jpg;46;2;2;1200.0;flat;rent;90.0;False;1;2;Passatge Particular Joan XXIII;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5733934;2.6513498;False;https://www.idealista.com/inmueble/87415601/;False;NA;False;True
87416768;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/2a/7c/698005411.jpg;CV107-JGB;34;bj;1250.0;flat;rent;75.0;True;2;1;barrio La Bonanova - Porto Pi;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5531707;2.6251577;False;https://www.idealista.com/inmueble/87416768/;False;good;False;True
82508382;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/7d/0d/720445088.jpg;PIS1142M;12;1;1300.0;flat;rent;132.0;True;3;2;barrio Plaça de Toros;Balears (Illes);Palma de Mallorca;Son Oliva - Plaza Toros - Camp Redó;es;39.5816269;2.6540545;False;https://www.idealista.com/inmueble/82508382/;False;good;False;True
87416998;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/73/77/719765385.jpg;18091;21;2;1250.0;flat;rent;100.0;True;3;2;S'Arenal;Balears (Illes);Llucmajor;S'Arenal;es;39.4998385;2.7544944;False;https://www.idealista.com/inmueble/87416998/;False;good;False;True
87417151;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/36/ec/720457017.jpg;45972;24;1;1250.0;flat;rent;130.0;True;3;2;Avenida Gabriel Alomar, 15;Balears (Illes);Palma de Mallorca;Las Avenidas;es;39.5696344;2.6574063;True;https://www.idealista.com/inmueble/87417151/;False;good;False;True
87417261;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/4c/70/720460103.jpg;12329;10;1;800.0;flat;rent;64.0;True;2;1;Costa de la Calma;Balears (Illes);Calvià;Costa de la Calma;es;39.5231226;2.4746258;False;https://www.idealista.com/inmueble/87417261/;False;good;False;False
87417550;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/58/b9/720470996.jpg;12912260;13;bj;900.0;flat;rent;70.0;True;1;1;Cala Vedella - Cala Tarida - Cala Conta;Balears (Illes);Sant Josep de Sa Talaia;Cala Vedella - Cala Tarida - Cala Conta;es;38.9419087;1.2420464;False;https://www.idealista.com/inmueble/87417550/;False;good;False;False
37957737;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/48/12/227899569.jpg;P 32;19;10;1250.0;flat;rent;90.0;True;3;1;Avenida de Gabriel Roca;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5538069;2.6252949;False;https://www.idealista.com/inmueble/37957737/;False;good;False;True
84408813;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/3e/f2/723316095.jpg;VG-004;16;4;2200.0;flat;rent;160.0;False;2;2;barrio La Bonanova - Porto Pi;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5536916;2.6248191;False;https://www.idealista.com/inmueble/84408813/;False;good;False;True
87415583;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/6b/83/720399411.jpg;NA;16;NA;2000.0;countryHouse;rent;350.0;False;4;4;Camada des terme s/n;Balears (Illes);Consell;NA;es;39.6505683;2.8115979;True;https://www.idealista.com/inmueble/87415583/;False;good;False;NA
87382378;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/a9/27/719423711.jpg;1171;8;NA;5950.0;chalet;rent;800.0;False;6;5;Vial ses Rotgetes, Vial IX;Balears (Illes);Esporles;NA;es;39.653457;2.6224436;False;https://www.idealista.com/inmueble/87382378/;False;NA;False;NA
87419618;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/bd/33/720552533.jpg;P-4830;11;7;900.0;studio;rent;35.0;True;0;1;Illetes;Balears (Illes);Calvià;Illetes;es;39.5410648;2.5910494;False;https://www.idealista.com/inmueble/87419618/;False;good;False;True
87122749;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/af/9a/712091349.jpg;1132;16;5;1900.0;flat;rent;230.0;True;4;3;Portixol-Molinar;Balears (Illes);Palma de Mallorca;Portixol-Molinar;es;39.5641266;2.6704231;False;https://www.idealista.com/inmueble/87122749/;False;good;False;True
86974723;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/c4/ef/711666033.jpg;1107;7;NA;1500.0;chalet;rent;125.0;False;2;2;Calle de Miquel Rosselló i Alemany;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.556551;2.609038;False;https://www.idealista.com/inmueble/86974723/;False;NA;False;NA
86079057;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/ed/ef/683012752.jpg;3072R;10;NA;1200.0;flat;rent;120.0;False;3;2;Palmanova;Balears (Illes);Calvià;Palmanova;es;39.5238878;2.5353383;False;https://www.idealista.com/inmueble/86079057/;False;NA;False;NA
87421464;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/fb/33/720607963.jpg;C-257;20;NA;1300.0;chalet;rent;140.0;False;3;2;Badia Blava-Badia Gran-Tolleric;Balears (Illes);Llucmajor;Badia Blava-Badia Gran-Tolleric;es;39.4349784;2.7556761;False;https://www.idealista.com/inmueble/87421464/;False;good;False;NA
87423011;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/4c/94/720649940.jpg;ALQ 810;4;NA;1100.0;countryHouse;rent;105.0;False;2;1;Aim Property, 56;Balears (Illes);Alaró;NA;es;39.6988814;2.791349;True;https://www.idealista.com/inmueble/87423011/;False;good;False;NA
87424173;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/6b/1a/726076186.jpg;P-4326;17;bj;750.0;flat;rent;70.0;True;2;1;barrio Ses Cadenes-Arenal;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5104391;2.7522542;False;https://www.idealista.com/inmueble/87424173/;False;good;False;False
87424443;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/0c/8f/720681529.jpg;P-4571;14;3;750.0;flat;rent;50.0;True;1;1;barrio Les Maravelles;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5197113;2.7423752;False;https://www.idealista.com/inmueble/87424443/;False;good;False;True
87424421;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/e8/e7/720682085.jpg;SHR419;36;NA;4500.0;chalet;rent;370.0;False;6;7;Santa Ponça;Balears (Illes);Calvià;Santa Ponça;es;39.5056413;2.4736937;False;https://www.idealista.com/inmueble/87424421/;False;good;False;NA
87424754;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/24/b9/720689901.jpg;000183;22;bj;1350.0;chalet;rent;335.0;False;3;2;Calle del Bergantí;Balears (Illes);Felanitx;Portocolom;es;39.4167599;3.265415;False;https://www.idealista.com/inmueble/87424754/;False;good;False;NA
82188934;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/da/d3/593124667.jpg;A-3015;17;3;650.0;penthouse;rent;115.0;True;1;1;Can Picafort;Balears (Illes);Santa Margalida;Can Picafort;es;39.7656293;3.161008;False;https://www.idealista.com/inmueble/82188934/;False;good;False;False
87417853;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/29/b6/720481430.jpg;ANU5202-00;25;2;1650.0;flat;rent;70.0;False;2;2;Figueretes - Platja d'En Bossa;Balears (Illes);Eivissa;Figueretes - Platja d'En Bossa;es;38.8936685;1.4140801;False;https://www.idealista.com/inmueble/87417853/;False;NA;False;True
87409911;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/4b/c7/720713064.jpg;S1664;16;1;1790.0;flat;rent;155.0;True;4;2;Calle Joaquim Vergadour;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5102243;2.7505696;False;https://www.idealista.com/inmueble/87409911/;False;good;False;True
87426271;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/62/39/720727092.jpg;NA;9;3;1990.0;penthouse;rent;120.0;True;3;2;Port d'Andratx;Balears (Illes);Andratx;Port d'Andratx;es;39.5430355;2.3895729;False;https://www.idealista.com/inmueble/87426271/;False;good;False;True
87426746;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/0c/08/720737667.jpg;Bajo Cassandra;23;bj;1200.0;flat;rent;80.0;True;2;2;Santa Eulalia del Río;Balears (Illes);Santa Eulalia del Río;Santa Eulalia del Río;es;38.9774465;1.5293023;False;https://www.idealista.com/inmueble/87426746/;False;good;False;True
82334909;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/14/1a/596052740.jpg;PAV17113;37;NA;5800.0;chalet;rent;300.0;False;3;4;sa caleta s/n;Balears (Illes);Sant Josep de Sa Talaia;Es Cubells;es;38.8676994;1.3352343;True;https://www.idealista.com/inmueble/82334909/;False;good;False;NA
87427450;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/da/21/720754941.jpg;PR7059;11;NA;2300.0;chalet;rent;269.0;False;3;2;Binissalem;Balears (Illes);Binissalem;NA;es;39.6894295;2.8369013;False;https://www.idealista.com/inmueble/87427450/;False;good;False;NA
87427659;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/8a/36/720759000.jpg;01569;5;bj;1100.0;flat;rent;130.0;True;2;2;Santa Eugenia;Balears (Illes);Santa Eugenia;NA;es;39.6213156;2.8362949;False;https://www.idealista.com/inmueble/87427659/;False;good;False;False
87428481;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/0b/8c/720779574.jpg;5-114314-D2;21;NA;2200.0;countryHouse;rent;350.0;False;4;3;Sa Cabaneta;Balears (Illes);Marratxi;Sa Cabaneta;es;39.6200816;2.7519149;False;https://www.idealista.com/inmueble/87428481/;False;good;False;NA
87429514;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/ed/73/720799384.jpg;Palm Beach;9;4;850.0;flat;rent;70.0;True;2;1;San Carlos;Balears (Illes);Santa Eulalia del Río;San Carlos;es;39.0067676;1.5793365;False;https://www.idealista.com/inmueble/87429514/;False;good;False;True
87430263;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/8b/8b/720813128.jpg;ANTARES022;21;3;1700.0;penthouse;rent;95.0;True;2;2;Poeta Maria Villángomez, 12;Balears (Illes);Santa Eulalia del Río;Santa Eulalia del Río;es;38.99042;1.54615;True;https://www.idealista.com/inmueble/87430263/;False;good;False;True
86877404;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/f4/7c/705347944.jpg;R19A236;3;1;500.0;studio;rent;35.0;False;0;1;Calle Montgrí;Balears (Illes);San Rafael;NA;es;38.9582682;1.4076044;False;https://www.idealista.com/inmueble/86877404/;False;good;False;False
87431485;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/68/d8/728346662.jpg;101-923;19;bj;1100.0;flat;rent;250.0;False;3;2;Petra;Balears (Illes);Petra;NA;es;39.6132162;3.113985;False;https://www.idealista.com/inmueble/87431485/;False;good;False;False
87431486;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/f1/e9/720846242.jpg;A8;15;2;725.0;flat;rent;100.0;False;3;1;Santanyi;Balears (Illes);Santanyi;NA;es;39.3556698;3.1273639;False;https://www.idealista.com/inmueble/87431486/;False;good;False;False
87431901;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/78/f4/720863836.jpg;12137;24;bj;1500.0;duplex;rent;100.0;True;2;2;barrio Son Serra - La Vileta - Son Pereto;Balears (Illes);Palma de Mallorca;La Vileta - Son Rapinya;es;39.5938478;2.6140067;False;https://www.idealista.com/inmueble/87431901/;False;good;False;False
36049003;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/c1/60/720867210.jpg;A10252;10;9;700.0;flat;rent;40.0;False;1;1;S'Arenal;Balears (Illes);Llucmajor;S'Arenal;es;39.503409;2.7534136;False;https://www.idealista.com/inmueble/36049003/;False;good;False;True
87432174;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/b4/8f/728379766.jpg;PIS1243M;39;1;800.0;flat;rent;128.0;True;3;2;barrio Arxiduc;Balears (Illes);Palma de Mallorca;Las Avenidas;es;39.5834322;2.652675;False;https://www.idealista.com/inmueble/87432174/;False;good;False;False
87432713;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/b7/01/728845897.jpg;12332;15;1;1260.0;flat;rent;120.0;True;3;2;barrio La Bonanova - Porto Pi;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5588779;2.6188157;False;https://www.idealista.com/inmueble/87432713/;False;good;False;True
81910382;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/9b/1e/587512326.jpg;EA500;14;NA;4500.0;chalet;rent;290.0;False;5;7;Llucmajor Interior;Balears (Illes);Llucmajor;Llucmajor Interior;es;39.47334;2.86016;False;https://www.idealista.com/inmueble/81910382/;False;NA;False;NA
87432995;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/3c/9e/720908482.jpg;PA631;14;NA;900.0;flat;rent;65.0;False;1;1;barrio Sant Jaume;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5705152;2.6425826;False;https://www.idealista.com/inmueble/87432995/;False;NA;False;NA
87433277;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/18/ae/720915789.jpg;AL-2390;43;NA;1800.0;chalet;rent;205.0;False;3;2;Santanyi;Balears (Illes);Santanyi;NA;es;39.35319;3.12825;False;https://www.idealista.com/inmueble/87433277/;False;good;False;NA
87433301;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/49/48/720916773.jpg;H252;23;NA;2300.0;flat;rent;130.0;False;3;2;Marina Botafoc - Talamanca;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9185557;1.4471619;False;https://www.idealista.com/inmueble/87433301/;False;NA;False;NA
87433869;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/23/84/720933874.jpg;DÚP_338;19;NA;1800.0;duplex;rent;140.0;True;3;3;Dalt Vila - La Marina;Balears (Illes);Eivissa;Dalt Vila - La Marina;es;38.9112117;1.4388428;False;https://www.idealista.com/inmueble/87433869/;False;NA;False;NA
82573911;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/74/f8/600462350.jpg;ES LLOMBARDS;27;NA;2000.0;chalet;rent;200.0;False;3;3;Santanyi;Balears (Illes);Santanyi;NA;es;39.3438025;3.0963023;False;https://www.idealista.com/inmueble/82573911/;False;good;False;NA
87434170;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/63/2a/720945611.jpg;ES LLOMBARDS;36;NA;2300.0;chalet;rent;260.0;False;5;4;Santanyi;Balears (Illes);Santanyi;NA;es;39.3446025;3.0978023;False;https://www.idealista.com/inmueble/87434170/;False;good;False;NA
87434858;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/63/30/720981163.jpg;NA;29;NA;1700.0;countryHouse;rent;250.0;False;3;2;Diseminado Diseminados Var, 202;Balears (Illes);Ses Salines (Mallorca);NA;es;39.3364279;3.0282242;True;https://www.idealista.com/inmueble/87434858/;False;good;False;NA
87434825;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/25/a7/720983536.jpg;NA;21;NA;850.0;chalet;rent;100.0;False;2;3;Diseminado Sexta Volta, 32117;Balears (Illes);Felanitx;S'Horta - Cas Concos des Cavaller;es;39.4297788;3.2153163;True;https://www.idealista.com/inmueble/87434825/;False;good;False;NA
87426898;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/6e/05/720740579.jpg;NA;38;NA;3200.0;chalet;rent;180.0;False;4;3;Sant Jordi de Ses Salines;Balears (Illes);Sant Josep de Sa Talaia;Sant Jordi de Ses Salines;es;38.9029411;1.387299;False;https://www.idealista.com/inmueble/87426898/;False;good;False;NA
87435117;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/c3/a8/720990075.jpg;Miryam;34;bj;2300.0;flat;rent;100.0;True;2;2;Paseo Joan Carles I, 31;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9150515;1.4459798;True;https://www.idealista.com/inmueble/87435117/;False;renew;False;True
87435172;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/5f/ae/720990962.jpg;NYA9;11;1;1200.0;flat;rent;90.0;True;3;2;Cala Blava-Bellavista;Balears (Illes);Llucmajor;Cala Blava-Bellavista;es;39.4824837;2.7388476;False;https://www.idealista.com/inmueble/87435172/;False;good;False;False
85279115;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/2d/57/658428504.jpg;4504;20;1;900.0;flat;rent;55.0;True;2;1;Palmanova;Balears (Illes);Calvià;Palmanova;es;39.5165058;2.5367571;False;https://www.idealista.com/inmueble/85279115/;False;good;False;False
87435650;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/1e/d2/722402614.jpg;NA;15;1;795.0;flat;rent;54.0;True;1;1;Calle Veneçuela;Balears (Illes);Palma de Mallorca;Sta Catalina - Son Armadans - Maritim;es;39.5708599;2.6234588;False;https://www.idealista.com/inmueble/87435650/;False;good;False;True
87436041;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/f1/88/721008133.jpg;3099R;10;NA;1000.0;flat;rent;135.0;False;3;2;Calvià pueblo;Balears (Illes);Calvià;Calvià pueblo;es;39.5633483;2.5014683;False;https://www.idealista.com/inmueble/87436041/;False;NA;False;NA
87436960;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/bd/b1/721034379.jpg;P-2793;8;2;670.0;flat;rent;45.0;True;1;1;Pere Olvier Domenge, 6;Balears (Illes);Palma de Mallorca;Es Forti - Son Cotoner - Son Dameto;es;39.5775916;2.6371119;True;https://www.idealista.com/inmueble/87436960/;False;good;False;False
87372271;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/61/ee/725234948.jpg;San Agustin;29;3;800.0;flat;rent;55.0;True;2;1;Manresa;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5544019;2.5963874;False;https://www.idealista.com/inmueble/87372271/;True;good;False;True
87437023;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/c2/ef/721037638.jpg;NA;9;bj;1100.0;flat;rent;95.0;True;2;1;s/n s/n;Balears (Illes);Costa de los Pinos;NA;es;39.6383437;3.4097686;True;https://www.idealista.com/inmueble/87437023/;False;good;False;True
87437270;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/41/d4/721045784.jpg;P-2082;22;2;750.0;penthouse;rent;50.0;True;1;1;Sa Torre;Balears (Illes);Llucmajor;Sa Torre;es;39.4461792;2.7580149;False;https://www.idealista.com/inmueble/87437270/;False;good;False;True
87437878;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/1c/c9/721066577.jpg;ch-2472;22;1;1300.0;flat;rent;120.0;True;3;2;Calle del Tord;Balears (Illes);Llucmajor;Maioris-Puig de Ros;es;39.4492046;2.7550288;False;https://www.idealista.com/inmueble/87437878/;False;NA;False;True
87438476;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/55/2a/721100854.jpg;LH 0737;25;NA;6000.0;chalet;rent;700.0;False;5;5;Santa Gertrudis;Balears (Illes);Santa Eulalia del Río;Santa Gertrudis;es;38.9999978;1.4290253;False;https://www.idealista.com/inmueble/87438476/;False;good;False;NA
87423198;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/13/43/720653503.jpg;1061;26;1;860.0;flat;rent;47.0;True;1;1;Calle sant nicolau, 22;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5708215;2.6479525;True;https://www.idealista.com/inmueble/87423198/;False;good;False;False
87438865;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/fb/77/721104582.jpg;663JMP;13;bj;1000.0;flat;rent;104.0;True;4;1;barrio Arxiduc;Balears (Illes);Palma de Mallorca;Las Avenidas;es;39.5797752;2.6547046;False;https://www.idealista.com/inmueble/87438865/;False;good;False;True
87438851;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/5c/6f/721104739.jpg;664JMP;14;7;1000.0;flat;rent;80.0;True;3;1;barrio Plaça de Toros;Balears (Illes);Palma de Mallorca;Son Oliva - Plaza Toros - Camp Redó;es;39.5849869;2.6561134;False;https://www.idealista.com/inmueble/87438851/;False;good;False;True
87438609;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/b5/16/721099397.jpg;AL718;15;NA;2500.0;chalet;rent;290.0;False;3;3;barrio Son Roca - Son Ximelis - Son Anglada;Balears (Illes);Palma de Mallorca;La Vileta - Son Rapinya;es;39.5992456;2.6132962;False;https://www.idealista.com/inmueble/87438609/;False;good;False;NA
87438805;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/e0/7e/721107553.jpg;TC268;13;bj;550.0;studio;rent;30.0;True;0;1;Santa Ponça;Balears (Illes);Calvià;Santa Ponça;es;39.5165245;2.4860335;False;https://www.idealista.com/inmueble/87438805/;False;good;False;True
87439162;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/34/b1/721118775.jpg;NA;14;bj;1300.0;flat;rent;110.0;True;3;2;barrio Can Pastilla;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5388653;2.7178131;False;https://www.idealista.com/inmueble/87439162/;False;good;False;True
38373679;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/c5/02/721133596.jpg;002305;26;NA;5950.0;chalet;rent;500.0;False;8;6;Esporles;Balears (Illes);Esporles;NA;es;39.65506;2.56813;False;https://www.idealista.com/inmueble/38373679/;False;good;False;NA
87439871;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/37/e1/721148564.jpg;SAN MIGUEL;26;2;1100.0;flat;rent;75.0;True;1;1;San Miguel;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5722436;2.6527412;False;https://www.idealista.com/inmueble/87439871/;False;good;False;False
87440657;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/e7/1d/721188444.jpg;NA;3;2;1450.0;flat;rent;150.0;True;3;2;barrio La Seu - Cort - Monti-Sion;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5640359;2.6504106;False;https://www.idealista.com/inmueble/87440657/;False;good;False;True
